ticket_id,customer_id,company_name,segment,category,issue_type,severity,created_date,resolved_date,resolution_hours,description,resolution_notes,csat_score
TICKET-01054,CUST-0164,AuditPro Group,SMB,Technical,Integration issue,High,2025-08-16,2025-08-17,29,AuditPro Group (SMB) reported: Integration issue. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 4/5.,4
TICKET-01055,CUST-0164,AuditPro Group,SMB,Feature,UI/UX feedback,Medium,2025-10-03,2025-10-05,68,AuditPro Group (SMB) reported: UI/UX feedback. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 3/5.,3
TICKET-01056,CUST-0164,AuditPro Group,SMB,Billing,Pricing clarification,Low,2026-02-25,2026-02-26,32,AuditPro Group (SMB) reported: Pricing clarification. Severity: Low.,Resolved by providing workaround. Customer satisfaction: 3/5.,3
TICKET-01057,CUST-0164,AuditPro Group,SMB,Feature,Feature request,High,2026-01-06,2026-01-06,23,AuditPro Group (SMB) reported: Feature request. Severity: High. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 2/5.,2
TICKET-01058,CUST-0165,ComplianceHub Labs,SMB,Feature,UI/UX feedback,Medium,2025-06-20,2025-06-23,90,ComplianceHub Labs (SMB) reported: UI/UX feedback. Severity: Medium.,Resolved by providing configuration change. Customer satisfaction: 5/5.,5
TICKET-01059,CUST-0166,InnovateLabs Solutions,Commercial,Technical,Performance slow,High,2024-12-06,2024-12-07,34,InnovateLabs Solutions (Commercial) reported: Performance slow. Severity: High. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 2/5.,2
TICKET-01060,CUST-0166,InnovateLabs Solutions,Commercial,Technical,Integration issue,Critical,2024-06-25,2024-06-25,5,InnovateLabs Solutions (Commercial) reported: Integration issue. Severity: Critical. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 1/5.,1
TICKET-01061,CUST-0166,InnovateLabs Solutions,Commercial,Feature,Workflow improvement,High,2024-02-28,2024-02-29,44,InnovateLabs Solutions (Commercial) reported: Workflow improvement. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-01062,CUST-0166,InnovateLabs Solutions,Commercial,Billing,Invoice question,Critical,2025-10-17,2025-10-17,11,InnovateLabs Solutions (Commercial) reported: Invoice question. Severity: Critical. Impacting business operations.,Resolved by providing feature update. Customer satisfaction: 2/5.,2
TICKET-01063,CUST-0166,InnovateLabs Solutions,Commercial,Technical,API error,Low,2025-09-11,2025-09-15,109,InnovateLabs Solutions (Commercial) reported: API error. Severity: Low.,Resolved by providing feature update. Customer satisfaction: 1/5.,1
TICKET-01064,CUST-0166,InnovateLabs Solutions,Commercial,Feature,Missing functionality,High,2024-11-20,2024-11-20,4,InnovateLabs Solutions (Commercial) reported: Missing functionality. Severity: High. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 1/5.,1
TICKET-01065,CUST-0166,InnovateLabs Solutions,Commercial,Training,Documentation request,High,2025-05-14,2025-05-14,6,InnovateLabs Solutions (Commercial) reported: Documentation request. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 1/5.,1
TICKET-01066,CUST-0166,InnovateLabs Solutions,Commercial,Feature,UI/UX feedback,Medium,2025-04-06,2025-04-06,19,InnovateLabs Solutions (Commercial) reported: UI/UX feedback. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 2/5.,2
TICKET-01067,CUST-0166,InnovateLabs Solutions,Commercial,Technical,Data sync problem,Medium,2024-07-15,2024-07-18,92,InnovateLabs Solutions (Commercial) reported: Data sync problem. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 2/5.,2
TICKET-01068,CUST-0166,InnovateLabs Solutions,Commercial,Billing,Pricing clarification,High,2025-03-18,2025-03-19,34,InnovateLabs Solutions (Commercial) reported: Pricing clarification. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 1/5.,1
TICKET-01069,CUST-0166,InnovateLabs Solutions,Commercial,Technical,API error,High,2025-03-09,2025-03-09,5,InnovateLabs Solutions (Commercial) reported: API error. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 1/5.,1
TICKET-01070,CUST-0166,InnovateLabs Solutions,Commercial,Billing,Payment issue,Low,2024-06-03,2024-06-06,79,InnovateLabs Solutions (Commercial) reported: Payment issue. Severity: Low.,Resolved by providing workaround. Customer satisfaction: 1/5.,1
TICKET-01071,CUST-0166,InnovateLabs Solutions,Commercial,Feature,Feature request,High,2025-05-15,2025-05-15,17,InnovateLabs Solutions (Commercial) reported: Feature request. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 2/5.,2
TICKET-01072,CUST-0166,InnovateLabs Solutions,Commercial,Billing,Invoice question,Critical,2024-05-06,2024-05-06,12,InnovateLabs Solutions (Commercial) reported: Invoice question. Severity: Critical. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-01073,CUST-0167,LoadBalance Corp,Enterprise,Billing,Payment issue,Critical,2025-03-28,2025-03-28,4,LoadBalance Corp (Enterprise) reported: Payment issue. Severity: Critical. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 4/5.,4
TICKET-01074,CUST-0167,LoadBalance Corp,Enterprise,Technical,Data sync problem,Medium,2026-05-07,2026-05-07,14,LoadBalance Corp (Enterprise) reported: Data sync problem. Severity: Medium.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-01075,CUST-0167,LoadBalance Corp,Enterprise,Billing,Pricing clarification,High,2025-02-14,2025-02-15,44,LoadBalance Corp (Enterprise) reported: Pricing clarification. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 4/5.,4
TICKET-01076,CUST-0167,LoadBalance Corp,Enterprise,Technical,API error,Low,2026-03-08,2026-03-14,166,LoadBalance Corp (Enterprise) reported: API error. Severity: Low.,Resolved by providing feature update. Customer satisfaction: 2/5.,2
TICKET-01077,CUST-0167,LoadBalance Corp,Enterprise,Training,Documentation request,High,2025-11-06,2025-11-06,11,LoadBalance Corp (Enterprise) reported: Documentation request. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 3/5.,3
TICKET-01078,CUST-0167,LoadBalance Corp,Enterprise,Feature,UI/UX feedback,Critical,2026-03-19,2026-03-19,6,LoadBalance Corp (Enterprise) reported: UI/UX feedback. Severity: Critical. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 3/5.,3
TICKET-01079,CUST-0167,LoadBalance Corp,Enterprise,Training,Best practices,Low,2026-05-17,2026-05-19,57,LoadBalance Corp (Enterprise) reported: Best practices. Severity: Low.,Resolved by providing configuration change. Customer satisfaction: 1/5.,1
TICKET-01080,CUST-0167,LoadBalance Corp,Enterprise,Feature,Missing functionality,High,2025-12-27,2025-12-27,15,LoadBalance Corp (Enterprise) reported: Missing functionality. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-01081,CUST-0168,SecurityFirst Inc,SMB,Feature,UI/UX feedback,High,2026-02-27,2026-02-28,40,SecurityFirst Inc (SMB) reported: UI/UX feedback. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 2/5.,2
TICKET-01082,CUST-0168,SecurityFirst Inc,SMB,Feature,Feature request,Medium,2026-02-10,2026-02-13,95,SecurityFirst Inc (SMB) reported: Feature request. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-01083,CUST-0168,SecurityFirst Inc,SMB,Feature,Feature request,Medium,2026-04-14,2026-04-17,88,SecurityFirst Inc (SMB) reported: Feature request. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 2/5.,2
TICKET-01084,CUST-0168,SecurityFirst Inc,SMB,Technical,Integration issue,Critical,2026-02-20,2026-02-20,2,SecurityFirst Inc (SMB) reported: Integration issue. Severity: Critical. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 3/5.,3
TICKET-01085,CUST-0168,SecurityFirst Inc,SMB,Training,Documentation request,High,2026-03-11,2026-03-12,38,SecurityFirst Inc (SMB) reported: Documentation request. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 1/5.,1
TICKET-01086,CUST-0168,SecurityFirst Inc,SMB,Billing,Plan change request,High,2026-05-08,2026-05-09,36,SecurityFirst Inc (SMB) reported: Plan change request. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 3/5.,3
TICKET-01087,CUST-0169,CodeCraft Technologies,Commercial,Technical,Authentication failure,High,2024-12-08,2024-12-09,42,CodeCraft Technologies (Commercial) reported: Authentication failure. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 5/5.,5
TICKET-01088,CUST-0170,SecureNet Technologies,Enterprise,Feature,Feature request,Medium,2025-08-04,2025-08-06,61,SecureNet Technologies (Enterprise) reported: Feature request. Severity: Medium.,Resolved by providing configuration change. Customer satisfaction: 4/5.,4
TICKET-01089,CUST-0170,SecureNet Technologies,Enterprise,Technical,Authentication failure,Medium,2025-11-26,2025-11-28,52,SecureNet Technologies (Enterprise) reported: Authentication failure. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 3/5.,3
TICKET-01090,CUST-0170,SecureNet Technologies,Enterprise,Feature,Feature request,High,2026-02-22,2026-02-22,6,SecureNet Technologies (Enterprise) reported: Feature request. Severity: High. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 4/5.,4
TICKET-01091,CUST-0170,SecureNet Technologies,Enterprise,Feature,UI/UX feedback,Medium,2025-12-18,2025-12-20,70,SecureNet Technologies (Enterprise) reported: UI/UX feedback. Severity: Medium.,Resolved by providing workaround. Customer satisfaction: 2/5.,2
TICKET-01092,CUST-0170,SecureNet Technologies,Enterprise,Training,Documentation request,High,2026-05-06,2026-05-06,18,SecureNet Technologies (Enterprise) reported: Documentation request. Severity: High. Impacting business operations.,Resolved by providing feature update. Customer satisfaction: 2/5.,2
TICKET-01093,CUST-0170,SecureNet Technologies,Enterprise,Feature,Workflow improvement,High,2025-08-21,2025-08-22,27,SecureNet Technologies (Enterprise) reported: Workflow improvement. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-01094,CUST-0170,SecureNet Technologies,Enterprise,Training,Setup help,Low,2025-07-28,2025-07-30,70,SecureNet Technologies (Enterprise) reported: Setup help. Severity: Low.,Resolved by providing documentation. Customer satisfaction: 5/5.,5
TICKET-01095,CUST-0170,SecureNet Technologies,Enterprise,Technical,Authentication failure,High,2026-06-01,2026-06-01,17,SecureNet Technologies (Enterprise) reported: Authentication failure. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 1/5.,1
TICKET-01096,CUST-0170,SecureNet Technologies,Enterprise,Billing,Plan change request,Medium,2025-11-09,2025-11-10,39,SecureNet Technologies (Enterprise) reported: Plan change request. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 4/5.,4
TICKET-01097,CUST-0170,SecureNet Technologies,Enterprise,Training,Documentation request,Medium,2025-12-28,2025-12-31,87,SecureNet Technologies (Enterprise) reported: Documentation request. Severity: Medium.,Resolved by providing configuration change. Customer satisfaction: 4/5.,4
TICKET-01098,CUST-0170,SecureNet Technologies,Enterprise,Training,Best practices,Medium,2025-07-30,2025-08-01,65,SecureNet Technologies (Enterprise) reported: Best practices. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 5/5.,5
TICKET-01099,CUST-0171,LogStream Solutions,SMB,Training,How-to question,Medium,2026-04-01,2026-04-02,45,LogStream Solutions (SMB) reported: How-to question. Severity: Medium.,Resolved by providing configuration change. Customer satisfaction: 4/5.,4
TICKET-01100,CUST-0171,LogStream Solutions,SMB,Feature,UI/UX feedback,Medium,2025-11-19,2025-11-22,81,LogStream Solutions (SMB) reported: UI/UX feedback. Severity: Medium.,Resolved by providing configuration change. Customer satisfaction: 4/5.,4
TICKET-01101,CUST-0171,LogStream Solutions,SMB,Feature,Feature request,Medium,2025-11-29,2025-12-02,72,LogStream Solutions (SMB) reported: Feature request. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 4/5.,4
TICKET-01102,CUST-0171,LogStream Solutions,SMB,Technical,API error,Medium,2026-03-30,2026-03-30,20,LogStream Solutions (SMB) reported: API error. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 4/5.,4
TICKET-01103,CUST-0172,ComplianceHub Solutions,Commercial,Feature,Missing functionality,Medium,2024-06-22,2024-06-25,81,ComplianceHub Solutions (Commercial) reported: Missing functionality. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 1/5.,1
TICKET-01104,CUST-0172,ComplianceHub Solutions,Commercial,Technical,Authentication failure,Medium,2023-01-18,2023-01-21,73,ComplianceHub Solutions (Commercial) reported: Authentication failure. Severity: Medium.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-01105,CUST-0172,ComplianceHub Solutions,Commercial,Training,How-to question,Medium,2026-01-13,2026-01-14,44,ComplianceHub Solutions (Commercial) reported: How-to question. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 1/5.,1
TICKET-01106,CUST-0172,ComplianceHub Solutions,Commercial,Technical,Performance slow,Critical,2023-08-17,2023-08-17,10,ComplianceHub Solutions (Commercial) reported: Performance slow. Severity: Critical. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 2/5.,2
TICKET-01107,CUST-0172,ComplianceHub Solutions,Commercial,Feature,UI/UX feedback,Medium,2025-12-23,2025-12-24,43,ComplianceHub Solutions (Commercial) reported: UI/UX feedback. Severity: Medium.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-01108,CUST-0172,ComplianceHub Solutions,Commercial,Billing,Payment issue,High,2023-12-23,2023-12-24,34,ComplianceHub Solutions (Commercial) reported: Payment issue. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 1/5.,1
TICKET-01109,CUST-0172,ComplianceHub Solutions,Commercial,Technical,API error,High,2026-06-11,2026-06-12,34,ComplianceHub Solutions (Commercial) reported: API error. Severity: High. Impacting business operations.,Resolved by providing feature update. Customer satisfaction: 1/5.,1
TICKET-01110,CUST-0172,ComplianceHub Solutions,Commercial,Training,How-to question,High,2023-09-03,2023-09-04,27,ComplianceHub Solutions (Commercial) reported: How-to question. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 3/5.,3
TICKET-01111,CUST-0172,ComplianceHub Solutions,Commercial,Billing,Invoice question,Medium,2025-01-03,2025-01-04,46,ComplianceHub Solutions (Commercial) reported: Invoice question. Severity: Medium.,Resolved by providing workaround. Customer satisfaction: 1/5.,1
TICKET-01112,CUST-0172,ComplianceHub Solutions,Commercial,Technical,Data sync problem,Critical,2026-05-07,2026-05-07,2,ComplianceHub Solutions (Commercial) reported: Data sync problem. Severity: Critical. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 2/5.,2
